X,Y,G
106.2583,-6.2458,59.70
106.2750,-6.2458,60.10
106.2917,-6.2458,60.60
106.3083,-6.2458,61.10
106.3250,-6.2458,61.50
106.3417,-6.2458,61.70
106.3583,-6.2458,62.10
106.3750,-6.2458,62.50
106.3917,-6.2458,63.00
106.4083,-6.2458,63.60
106.4250,-6.2458,64.10
106.4417,-6.2458,64.50
106.4583,-6.2458,64.50
106.4750,-6.2458,64.10
106.4917,-6.2458,63.20
106.5083,-6.2458,61.70
106.5250,-6.2458,59.90
106.5417,-6.2458,57.70
106.5583,-6.2458,55.50
106.5750,-6.2458,53.30
106.5917,-6.2458,51.40
106.6083,-6.2458,49.80
106.6250,-6.2458,48.50
106.6417,-6.2458,47.60
106.6583,-6.2458,47.10
106.6750,-6.2458,46.90
106.6917,-6.2458,47.00
106.7083,-6.2458,47.30
106.7250,-6.2458,47.70
106.7417,-6.2458,48.20
106.7583,-6.2458,48.70
106.7750,-6.2458,49.10
106.7917,-6.2458,49.30
106.8083,-6.2458,49.20
106.8250,-6.2458,49.00
106.8417,-6.2458,48.50
106.8583,-6.2458,47.90
106.8750,-6.2458,47.10
106.8917,-6.2458,46.40
106.9083,-6.2458,45.70
106.9250,-6.2458,45.00
106.9417,-6.2458,44.30
106.9583,-6.2458,43.60
106.9750,-6.2458,42.70
106.9917,-6.2458,41.60
107.0083,-6.2458,40.20
106.0083,-6.2624,132.40
106.0250,-6.2624,132.00
106.0417,-6.2624,129.70
106.0583,-6.2624,125.40
106.0750,-6.2624,119.30
106.0917,-6.2624,111.70
106.1083,-6.2624,103.20
106.1250,-6.2624,94.30
106.1417,-6.2624,85.70
106.1583,-6.2624,78.00
106.1750,-6.2624,71.50
106.1917,-6.2624,66.50
106.2083,-6.2624,63.10
106.2250,-6.2624,61.10
106.2417,-6.2624,60.20
106.2583,-6.2624,60.10
106.2750,-6.2624,60.40
106.2917,-6.2624,60.90
106.3083,-6.2624,61.50
106.3250,-6.2624,62.00
106.3417,-6.2624,62.50
106.3583,-6.2624,63.00
106.3750,-6.2624,63.50
106.3917,-6.2624,64.10
106.4083,-6.2624,64.70
106.4250,-6.2624,65.20
106.4417,-6.2624,65.50
106.4583,-6.2624,65.50
106.4750,-6.2624,64.90
106.4917,-6.2624,63.90
106.5083,-6.2624,62.40
106.5250,-6.2624,60.60
106.5417,-6.2624,58.60
106.5583,-6.2624,56.50
106.5750,-6.2624,54.50
106.5917,-6.2624,52.80
106.6083,-6.2624,51.30
106.6250,-6.2624,50.10
106.6417,-6.2624,49.30
106.6583,-6.2624,48.70
106.6750,-6.2624,48.40
106.6917,-6.2624,48.20
106.7083,-6.2624,48.20
106.7250,-6.2624,48.40
106.7417,-6.2624,48.50
106.7583,-6.2624,48.60
106.7750,-6.2624,48.70
106.7917,-6.2624,48.60
106.8083,-6.2624,48.40
106.8250,-6.2624,48.10
106.8417,-6.2624,47.60
106.8583,-6.2624,47.00
106.8750,-6.2624,46.40
106.8917,-6.2624,45.70
106.9083,-6.2624,45.00
106.9250,-6.2624,44.30
106.9417,-6.2624,43.60
106.9583,-6.2624,42.70
106.9750,-6.2624,41.70
106.9917,-6.2624,40.50
107.0083,-6.2624,39.10
106.0083,-6.2790,137.80
106.0250,-6.2790,137.00
106.0417,-6.2790,134.10
106.0583,-6.2790,129.10
106.0750,-6.2790,122.20
106.0917,-6.2790,114.00
106.1083,-6.2790,104.90
106.1250,-6.2790,95.60
106.1417,-6.2790,86.80
106.1583,-6.2790,78.90
106.1750,-6.2790,72.30
106.1917,-6.2790,67.30
106.2083,-6.2790,63.80
106.2250,-6.2790,61.70
106.2417,-6.2790,60.70
106.2583,-6.2790,60.50
106.2750,-6.2790,60.90
106.2917,-6.2790,61.50
106.3083,-6.2790,62.10
106.3250,-6.2790,62.80
106.3417,-6.2790,63.50
106.3583,-6.2790,64.10
106.3750,-6.2790,64.90
106.3917,-6.2790,65.50
106.4083,-6.2790,66.10
106.4250,-6.2790,66.60
106.4417,-6.2790,66.80
106.4583,-6.2790,66.50
106.4750,-6.2790,66.00
106.4917,-6.2790,64.90
106.5083,-6.2790,63.50
106.5250,-6.2790,61.90
106.5417,-6.2790,60.10
106.5583,-6.2790,58.30
106.5750,-6.2790,56.50
106.5917,-6.2790,55.00
106.6083,-6.2790,53.60
106.6250,-6.2790,52.50
106.6417,-6.2790,51.70
106.6583,-6.2790,50.90
106.6750,-6.2790,50.40
106.6917,-6.2790,49.90
106.7083,-6.2790,49.60
106.7250,-6.2790,49.30
106.7417,-6.2790,49.00
106.7583,-6.2790,48.70
106.7750,-6.2790,48.50
106.7917,-6.2790,48.20
106.8083,-6.2790,47.80
106.8250,-6.2790,47.50
106.8417,-6.2790,47.00
106.8583,-6.2790,46.50
106.8750,-6.2790,46.00
106.8917,-6.2790,45.30
106.9083,-6.2790,44.60
106.9250,-6.2790,43.70
106.9417,-6.2790,42.70
106.9583,-6.2790,41.60
106.9750,-6.2790,40.30
106.9917,-6.2790,38.90
107.0083,-6.2790,37.40
106.0083,-6.2955,139.30
106.0250,-6.2955,138.10
106.0417,-6.2955,134.70
106.0583,-6.2955,129.10
106.0750,-6.2955,121.80
106.0917,-6.2955,113.30
106.1083,-6.2955,104.10
106.1250,-6.2955,94.90
106.1417,-6.2955,86.20
106.1583,-6.2955,78.70
106.1750,-6.2955,72.40
106.1917,-6.2955,67.60
106.2083,-6.2955,64.30
106.2250,-6.2955,62.30
106.2417,-6.2955,61.30
106.2583,-6.2955,61.10
106.2750,-6.2955,61.50
106.2917,-6.2955,62.10
106.3083,-6.2955,62.90
106.3250,-6.2955,63.80
106.3417,-6.2955,64.70
106.3583,-6.2955,65.50
106.3750,-6.2955,66.30
106.3917,-6.2955,67.00
106.4083,-6.2955,67.60
106.4250,-6.2955,68.00
106.4417,-6.2955,68.00
106.4583,-6.2955,67.70
106.4750,-6.2955,67.10
106.4917,-6.2955,66.10
106.5083,-6.2955,64.90
106.5250,-6.2955,63.50
106.5417,-6.2955,62.00
106.5583,-6.2955,60.50
106.5750,-6.2955,59.00
106.5917,-6.2955,57.70
106.6083,-6.2955,56.40
106.6250,-6.2955,55.30
106.6417,-6.2955,54.30
106.6583,-6.2955,53.40
106.6750,-6.2955,52.50
106.6917,-6.2955,51.80
106.7083,-6.2955,51.00
106.7250,-6.2955,50.30
106.7417,-6.2955,49.60
106.7583,-6.2955,49.00
106.7750,-6.2955,48.40
106.7917,-6.2955,48.00
106.8083,-6.2955,47.60
106.8250,-6.2955,47.20
106.8417,-6.2955,46.90
106.8583,-6.2955,46.50
106.8750,-6.2955,46.00
106.8917,-6.2955,45.40
106.9083,-6.2955,44.60
106.9250,-6.2955,43.50
106.9417,-6.2955,42.20
106.9583,-6.2955,40.70
106.9750,-6.2955,39.00
106.9917,-6.2955,37.40
107.0083,-6.2955,35.80
106.0083,-6.3121,136.70
106.0250,-6.3121,135.20
106.0417,-6.3121,131.50
106.0583,-6.3121,125.70
106.0750,-6.3121,118.30
106.0917,-6.3121,109.90
106.1083,-6.3121,101.00
106.1250,-6.3121,92.30
106.1417,-6.3121,84.30
106.1583,-6.3121,77.40
106.1750,-6.3121,71.80
106.1917,-6.3121,67.60
106.2083,-6.3121,64.70
106.2250,-6.3121,62.90
106.2417,-6.3121,62.00
106.2583,-6.3121,61.90
106.2750,-6.3121,62.30
106.2917,-6.3121,62.90
106.3083,-6.3121,63.80
106.3250,-6.3121,64.80
106.3417,-6.3121,65.90
106.3583,-6.3121,66.90
106.3750,-6.3121,67.80
106.3917,-6.3121,68.50
106.4083,-6.3121,69.10
106.4250,-6.3121,69.30
106.4417,-6.3121,69.20
106.4583,-6.3121,68.90
106.4750,-6.3121,68.20
106.4917,-6.3121,67.40
106.5083,-6.3121,66.30
106.5250,-6.3121,65.20
106.5417,-6.3121,64.00
106.5583,-6.3121,62.80
106.5750,-6.3121,61.50
106.5917,-6.3121,60.40
106.6083,-6.3121,59.20
106.6250,-6.3121,58.00
106.6417,-6.3121,56.80
106.6583,-6.3121,55.70
106.6750,-6.3121,54.50
106.6917,-6.3121,53.30
106.7083,-6.3121,52.20
106.7250,-6.3121,51.20
106.7417,-6.3121,50.20
106.7583,-6.3121,49.30
106.7750,-6.3121,48.60
106.7917,-6.3121,48.00
106.8083,-6.3121,47.60
106.8250,-6.3121,47.40
106.8417,-6.3121,47.10
106.8583,-6.3121,46.90
106.8750,-6.3121,46.60
106.8917,-6.3121,46.00
106.9083,-6.3121,45.00
106.9250,-6.3121,43.80
106.9417,-6.3121,42.10
106.9583,-6.3121,40.30
106.9750,-6.3121,38.30
106.9917,-6.3121,36.40
107.0083,-6.3121,34.60
106.0083,-6.3287,130.40
106.0250,-6.3287,128.80
106.0417,-6.3287,124.90
106.0583,-6.3287,119.20
106.0750,-6.3287,112.10
106.0917,-6.3287,104.20
106.1083,-6.3287,96.10
106.1250,-6.3287,88.40
106.1417,-6.3287,81.50
106.1583,-6.3287,75.70
106.1750,-6.3287,71.00
106.1917,-6.3287,67.50
106.2083,-6.3287,65.20
106.2250,-6.3287,63.70
106.2417,-6.3287,63.00
106.2583,-6.3287,62.90
106.2750,-6.3287,63.20
106.2917,-6.3287,63.90
106.3083,-6.3287,64.90
106.3250,-6.3287,66.00
106.3417,-6.3287,67.10
106.3583,-6.3287,68.20
106.3750,-6.3287,69.20
106.3917,-6.3287,69.90
106.4083,-6.3287,70.30
106.4250,-6.3287,70.40
106.4417,-6.3287,70.30
106.4583,-6.3287,69.90
106.4750,-6.3287,69.20
106.4917,-6.3287,68.50
106.5083,-6.3287,67.60
106.5250,-6.3287,66.70
106.5417,-6.3287,65.70
106.5583,-6.3287,64.70
106.5750,-6.3287,63.70
106.5917,-6.3287,62.50
106.6083,-6.3287,61.30
106.6250,-6.3287,60.00
106.6417,-6.3287,58.60
106.6583,-6.3287,57.20
106.6750,-6.3287,55.80
106.6917,-6.3287,54.40
106.7083,-6.3287,53.10
106.7250,-6.3287,51.80
106.7417,-6.3287,50.70
106.7583,-6.3287,49.70
106.7750,-6.3287,49.00
106.7917,-6.3287,48.40
106.8083,-6.3287,48.10
106.8250,-6.3287,47.90
106.8417,-6.3287,47.90
106.8583,-6.3287,47.80
106.8750,-6.3287,47.60
106.8917,-6.3287,47.00
106.9083,-6.3287,46.10
106.9250,-6.3287,44.70
106.9417,-6.3287,42.80
106.9583,-6.3287,40.70
106.9750,-6.3287,38.50
106.9917,-6.3287,36.40
107.0083,-6.3287,34.60
106.0083,-6.3452,121.50
106.0250,-6.3452,119.80
106.0417,-6.3452,116.10
106.0583,-6.3452,110.70
106.0750,-6.3452,104.20
106.0917,-6.3452,97.30
106.1083,-6.3452,90.30
106.1250,-6.3452,84.00
106.1417,-6.3452,78.40
106.1583,-6.3452,73.90
106.1750,-6.3452,70.30
106.1917,-6.3452,67.70
106.2083,-6.3452,66.00
106.2250,-6.3452,64.90
106.2417,-6.3452,64.30
106.2583,-6.3452,64.20
106.2750,-6.3452,64.50
106.2917,-6.3452,65.10
106.3083,-6.3452,66.00
106.3250,-6.3452,67.20
106.3417,-6.3452,68.30
106.3583,-6.3452,69.50
106.3750,-6.3452,70.40
106.3917,-6.3452,71.10
106.4083,-6.3452,71.40
106.4250,-6.3452,71.40
106.4417,-6.3452,71.20
106.4583,-6.3452,70.70
106.4750,-6.3452,70.10
106.4917,-6.3452,69.40
106.5083,-6.3452,68.70
106.5250,-6.3452,68.00
106.5417,-6.3452,67.20
106.5583,-6.3452,66.30
106.5750,-6.3452,65.20
106.5917,-6.3452,64.00
106.6083,-6.3452,62.60
106.6250,-6.3452,61.10
106.6417,-6.3452,59.40
106.6583,-6.3452,57.90
106.6750,-6.3452,56.30
106.6917,-6.3452,54.90
106.7083,-6.3452,53.50
106.7250,-6.3452,52.30
106.7417,-6.3452,51.20
106.7583,-6.3452,50.30
106.7750,-6.3452,49.60
106.7917,-6.3452,49.10
106.8083,-6.3452,48.90
106.8250,-6.3452,48.90
106.8417,-6.3452,48.90
106.8583,-6.3452,49.00
106.8750,-6.3452,48.90
106.8917,-6.3452,48.50
106.9083,-6.3452,47.60
106.9250,-6.3452,46.10
106.9417,-6.3452,44.20
106.9583,-6.3452,42.00
106.9750,-6.3452,39.70
106.9917,-6.3452,37.60
107.0083,-6.3452,35.90
106.0083,-6.3618,111.70
106.0250,-6.3618,110.00
106.0417,-6.3618,106.50
106.0583,-6.3618,101.80
106.0750,-6.3618,96.10
106.0917,-6.3618,90.40
106.1083,-6.3618,84.80
106.1250,-6.3618,79.90
106.1417,-6.3618,75.80
106.1583,-6.3618,72.60
106.1750,-6.3618,70.30
106.1917,-6.3618,68.50
106.2083,-6.3618,67.30
106.2250,-6.3618,66.50
106.2417,-6.3618,66.00
106.2583,-6.3618,65.90
106.2750,-6.3618,66.10
106.2917,-6.3618,66.60
106.3083,-6.3618,67.40
106.3250,-6.3618,68.40
106.3417,-6.3618,69.60
106.3583,-6.3618,70.70
106.3750,-6.3618,71.60
106.3917,-6.3618,72.10
106.4083,-6.3618,72.40
106.4250,-6.3618,72.30
106.4417,-6.3618,71.90
106.4583,-6.3618,71.40
106.4750,-6.3618,70.90
106.4917,-6.3618,70.30
106.5083,-6.3618,69.80
106.5250,-6.3618,69.20
106.5417,-6.3618,68.40
106.5583,-6.3618,67.50
106.5750,-6.3618,66.30
106.5917,-6.3618,64.90
106.6083,-6.3618,63.20
106.6250,-6.3618,61.40
106.6417,-6.3618,59.60
106.6583,-6.3618,57.90
106.6750,-6.3618,56.30
106.6917,-6.3618,54.90
106.7083,-6.3618,53.70
106.7250,-6.3618,52.70
106.7417,-6.3618,51.90
106.7583,-6.3618,51.20
106.7750,-6.3618,50.70
106.7917,-6.3618,50.30
106.8083,-6.3618,50.10
106.8250,-6.3618,50.10
106.8417,-6.3618,50.30
106.8583,-6.3618,50.40
106.8750,-6.3618,50.40
106.8917,-6.3618,50.10
106.9083,-6.3618,49.30
106.9250,-6.3618,48.00
106.9417,-6.3618,46.20
106.9583,-6.3618,44.20
106.9750,-6.3618,42.00
106.9917,-6.3618,40.00
107.0083,-6.3618,38.40
106.0083,-6.3784,102.10
106.0250,-6.3784,100.50
106.0417,-6.3784,97.50
106.0583,-6.3784,93.40
106.0750,-6.3784,88.90
106.0917,-6.3784,84.40
106.1083,-6.3784,80.20
106.1250,-6.3784,76.90
106.1417,-6.3784,74.30
106.1583,-6.3784,72.40
106.1750,-6.3784,71.00
106.1917,-6.3784,70.10
106.2083,-6.3784,69.30
106.2250,-6.3784,68.70
106.2417,-6.3784,68.20
106.2583,-6.3784,67.90
106.2750,-6.3784,68.00
106.2917,-6.3784,68.30
106.3083,-6.3784,69.00
106.3250,-6.3784,69.90
106.3417,-6.3784,71.00
106.3583,-6.3784,72.00
106.3750,-6.3784,72.70
106.3917,-6.3784,73.20
106.4083,-6.3784,73.30
106.4250,-6.3784,73.20
106.4417,-6.3784,72.80
106.4583,-6.3784,72.30
106.4750,-6.3784,71.80
106.4917,-6.3784,71.40
106.5083,-6.3784,71.00
106.5250,-6.3784,70.50
106.5417,-6.3784,69.70
106.5583,-6.3784,68.70
106.5750,-6.3784,67.30
106.5917,-6.3784,65.60
106.6083,-6.3784,63.60
106.6250,-6.3784,61.50
106.6417,-6.3784,59.40
106.6583,-6.3784,57.60
106.6750,-6.3784,56.10
106.6917,-6.3784,55.00
106.7083,-6.3784,54.10
106.7250,-6.3784,53.50
106.7417,-6.3784,53.00
106.7583,-6.3784,52.60
106.7750,-6.3784,52.20
106.7917,-6.3784,51.90
106.8083,-6.3784,51.70
106.8250,-6.3784,51.70
106.8417,-6.3784,51.70
106.8583,-6.3784,51.80
106.8750,-6.3784,51.90
106.8917,-6.3784,51.60
106.9083,-6.3784,51.10
106.9250,-6.3784,50.00
106.9417,-6.3784,48.60
106.9583,-6.3784,46.90
106.9750,-6.3784,45.00
106.9917,-6.3784,43.30
107.0083,-6.3784,42.00
106.0083,-6.3949,94.30
106.0250,-6.3949,92.80
106.0417,-6.3949,90.30
106.0583,-6.3949,87.00
106.0750,-6.3949,83.50
106.0917,-6.3949,80.30
106.1083,-6.3949,77.50
106.1250,-6.3949,75.50
106.1417,-6.3949,74.10
106.1583,-6.3949,73.20
106.1750,-6.3949,72.70
106.1917,-6.3949,72.30
106.2083,-6.3949,71.80
106.2250,-6.3949,71.30
106.2417,-6.3949,70.70
106.2583,-6.3949,70.30
106.2750,-6.3949,70.10
106.2917,-6.3949,70.30
106.3083,-6.3949,70.80
106.3250,-6.3949,71.60
106.3417,-6.3949,72.60
106.3583,-6.3949,73.50
106.3750,-6.3949,74.10
106.3917,-6.3949,74.50
106.4083,-6.3949,74.50
106.4250,-6.3949,74.30
106.4417,-6.3949,73.90
106.4583,-6.3949,73.50
106.4750,-6.3949,73.20
106.4917,-6.3949,73.00
106.5083,-6.3949,72.70
106.5250,-6.3949,72.30
106.5417,-6.3949,71.60
106.5583,-6.3949,70.50
106.5750,-6.3949,68.90
106.5917,-6.3949,66.90
106.6083,-6.3949,64.50
106.6250,-6.3949,62.10
106.6417,-6.3949,59.80
106.6583,-6.3949,57.90
106.6750,-6.3949,56.50
106.6917,-6.3949,55.60
106.7083,-6.3949,55.10
106.7250,-6.3949,54.80
106.7417,-6.3949,54.70
106.7583,-6.3949,54.60
106.7750,-6.3949,54.30
106.7917,-6.3949,54.00
106.8083,-6.3949,53.70
106.8250,-6.3949,53.40
106.8417,-6.3949,53.20
106.8583,-6.3949,53.10
106.8750,-6.3949,53.10
106.8917,-6.3949,52.90
106.9083,-6.3949,52.50
106.9250,-6.3949,51.90
106.9417,-6.3949,50.90
106.9583,-6.3949,49.60
106.9750,-6.3949,48.20
106.9917,-6.3949,47.00
107.0083,-6.3949,45.90
106.0083,-6.4115,88.70
106.0250,-6.4115,87.50
106.0417,-6.4115,85.40
106.0583,-6.4115,83.00
106.0750,-6.4115,80.40
106.0917,-6.4115,78.30
106.1083,-6.4115,76.70
106.1250,-6.4115,75.70
106.1417,-6.4115,75.30
106.1583,-6.4115,75.20
106.1750,-6.4115,75.10
106.1917,-6.4115,75.00
106.2083,-6.4115,74.60
106.2250,-6.4115,74.00
106.2417,-6.4115,73.40
106.2583,-6.4115,72.80
106.2750,-6.4115,72.50
106.2917,-6.4115,72.60
106.3083,-6.4115,73.00
106.3250,-6.4115,73.70
106.3417,-6.4115,74.60
106.3583,-6.4115,75.30
106.3750,-6.4115,75.80
106.3917,-6.4115,76.10
106.4083,-6.4115,76.00
106.4250,-6.4115,75.70
106.4417,-6.4115,75.40
106.4583,-6.4115,75.20
106.4750,-6.4115,75.20
106.4917,-6.4115,75.20
106.5083,-6.4115,75.30
106.5250,-6.4115,75.10
106.5417,-6.4115,74.60
106.5583,-6.4115,73.40
106.5750,-6.4115,71.60
106.5917,-6.4115,69.30
106.6083,-6.4115,66.60
106.6250,-6.4115,63.80
106.6417,-6.4115,61.30
106.6583,-6.4115,59.20
106.6750,-6.4115,57.80
106.6917,-6.4115,57.00
106.7083,-6.4115,56.80
106.7250,-6.4115,56.90
106.7417,-6.4115,57.10
106.7583,-6.4115,57.20
106.7750,-6.4115,57.00
106.7917,-6.4115,56.60
106.8083,-6.4115,56.00
106.8250,-6.4115,55.40
106.8417,-6.4115,54.70
106.8583,-6.4115,54.30
106.8750,-6.4115,54.00
106.8917,-6.4115,53.80
106.9083,-6.4115,53.60
106.9250,-6.4115,53.30
106.9417,-6.4115,52.80
106.9583,-6.4115,52.20
106.9750,-6.4115,51.40
106.9917,-6.4115,50.60
107.0083,-6.4115,49.90
106.0083,-6.4280,85.70
106.0250,-6.4280,84.70
106.0417,-6.4280,83.20
106.0583,-6.4280,81.40
106.0750,-6.4280,79.80
106.0917,-6.4280,78.50
106.1083,-6.4280,77.80
106.1250,-6.4280,77.50
106.1417,-6.4280,77.60
106.1583,-6.4280,77.80
106.1750,-6.4280,77.90
106.1917,-6.4280,77.80
106.2083,-6.4280,77.40
106.2250,-6.4280,76.70
106.2417,-6.4280,75.90
106.2583,-6.4280,75.30
106.2750,-6.4280,75.00
106.2917,-6.4280,75.00
106.3083,-6.4280,75.50
106.3250,-6.4280,76.10
106.3417,-6.4280,76.90
106.3583,-6.4280,77.60
106.3750,-6.4280,77.90
106.3917,-6.4280,78.10
106.4083,-6.4280,77.90
106.4250,-6.4280,77.60
106.4417,-6.4280,77.50
106.4583,-6.4280,77.50
106.4750,-6.4280,77.90
106.4917,-6.4280,78.40
106.5083,-6.4280,78.90
106.5250,-6.4280,79.10
106.5417,-6.4280,78.90
106.5583,-6.4280,77.80
106.5750,-6.4280,76.00
106.5917,-6.4280,73.40
106.6083,-6.4280,70.40
106.6250,-6.4280,67.20
106.6417,-6.4280,64.30
106.6583,-6.4280,62.00
106.6750,-6.4280,60.40
106.6917,-6.4280,59.60
106.7083,-6.4280,59.40
106.7250,-6.4280,59.70
106.7417,-6.4280,60.00
106.7583,-6.4280,60.20
106.7750,-6.4280,60.00
106.7917,-6.4280,59.40
106.8083,-6.4280,58.50
106.8250,-6.4280,57.40
106.8417,-6.4280,56.30
106.8583,-6.4280,55.40
106.8750,-6.4280,54.80
106.8917,-6.4280,54.50
106.9083,-6.4280,54.40
106.9250,-6.4280,54.40
106.9417,-6.4280,54.50
106.9583,-6.4280,54.40
106.9750,-6.4280,54.20
106.9917,-6.4280,53.90
107.0083,-6.4280,53.50
106.0083,-6.4446,84.90
106.0250,-6.4446,84.20
106.0417,-6.4446,83.10
106.0583,-6.4446,82.00
106.0750,-6.4446,81.00
106.0917,-6.4446,80.40
106.1083,-6.4446,80.20
106.1250,-6.4446,80.30
106.1417,-6.4446,80.60
106.1583,-6.4446,80.80
106.1750,-6.4446,80.80
106.1917,-6.4446,80.50
106.2083,-6.4446,79.90
106.2250,-6.4446,79.10
106.2417,-6.4446,78.30
106.2583,-6.4446,77.80
106.2750,-6.4446,77.60
106.2917,-6.4446,77.70
106.3083,-6.4446,78.30
106.3250,-6.4446,79.00
106.3417,-6.4446,79.70
106.3583,-6.4446,80.30
106.3750,-6.4446,80.50
106.3917,-6.4446,80.50
106.4083,-6.4446,80.20
106.4250,-6.4446,80.00
106.4417,-6.4446,80.00
106.4583,-6.4446,80.40
106.4750,-6.4446,81.20
106.4917,-6.4446,82.30
106.5083,-6.4446,83.40
106.5250,-6.4446,84.30
106.5417,-6.4446,84.50
106.5583,-6.4446,83.70
106.5750,-6.4446,82.00
106.5917,-6.4446,79.30
106.6083,-6.4446,75.90
106.6250,-6.4446,72.30
106.6417,-6.4446,68.80
106.6583,-6.4446,66.00
106.6750,-6.4446,64.00
106.6917,-6.4446,62.90
106.7083,-6.4446,62.60
106.7250,-6.4446,62.80
106.7417,-6.4446,63.20
106.7583,-6.4446,63.40
106.7750,-6.4446,63.10
106.7917,-6.4446,62.30
106.8083,-6.4446,61.00
106.8250,-6.4446,59.50
106.8417,-6.4446,57.90
106.8583,-6.4446,56.50
106.8750,-6.4446,55.60
106.8917,-6.4446,55.10
106.9083,-6.4446,55.10
106.9250,-6.4446,55.50
106.9417,-6.4446,55.90
106.9583,-6.4446,56.40
106.9750,-6.4446,56.80
106.9917,-6.4446,56.90
107.0083,-6.4446,56.70
106.0083,-6.4612,85.50
106.0250,-6.4612,85.00
106.0417,-6.4612,84.50
106.0583,-6.4612,83.90
106.0750,-6.4612,83.50
106.0917,-6.4612,83.40
106.1083,-6.4612,83.40
106.1250,-6.4612,83.60
106.1417,-6.4612,83.70
106.1583,-6.4612,83.60
106.1750,-6.4612,83.30
106.1917,-6.4612,82.70
106.2083,-6.4612,81.90
106.2250,-6.4612,81.10
106.2417,-6.4612,80.40
106.2583,-6.4612,80.10
106.2750,-6.4612,80.20
106.2917,-6.4612,80.70
106.3083,-6.4612,81.40
106.3250,-6.4612,82.30
106.3417,-6.4612,83.00
106.3583,-6.4612,83.40
106.3750,-6.4612,83.50
106.3917,-6.4612,83.20
106.4083,-6.4612,82.90
106.4250,-6.4612,82.70
106.4417,-6.4612,82.90
106.4583,-6.4612,83.60
106.4750,-6.4612,85.00
106.4917,-6.4612,86.70
106.5083,-6.4612,88.60
106.5250,-6.4612,90.10
106.5417,-6.4612,90.90
106.5583,-6.4612,90.60
106.5750,-6.4612,89.00
106.5917,-6.4612,86.30
106.6083,-6.4612,82.60
106.6250,-6.4612,78.50
106.6417,-6.4612,74.40
106.6583,-6.4612,70.80
106.6750,-6.4612,68.20
106.6917,-6.4612,66.50
106.7083,-6.4612,65.80
106.7250,-6.4612,65.70
106.7417,-6.4612,65.90
106.7583,-6.4612,66.00
106.7750,-6.4612,65.70
106.7917,-6.4612,64.80
106.8083,-6.4612,63.30
106.8250,-6.4612,61.50
106.8417,-6.4612,59.60
106.8583,-6.4612,58.00
106.8750,-6.4612,56.70
106.8917,-6.4612,56.20
106.9083,-6.4612,56.30
106.9250,-6.4612,56.90
106.9417,-6.4612,57.80
106.9583,-6.4612,58.80
106.9750,-6.4612,59.60
106.9917,-6.4612,59.90
107.0083,-6.4612,59.90
106.0083,-6.4777,86.60
106.0250,-6.4777,86.60
106.0417,-6.4777,86.60
106.0583,-6.4777,86.60
106.0750,-6.4777,86.70
106.0917,-6.4777,86.80
106.1083,-6.4777,86.90
106.1250,-6.4777,86.90
106.1417,-6.4777,86.60
106.1583,-6.4777,86.10
106.1750,-6.4777,85.40
106.1917,-6.4777,84.50
106.2083,-6.4777,83.50
106.2250,-6.4777,82.80
106.2417,-6.4777,82.40
106.2583,-6.4777,82.50
106.2750,-6.4777,83.10
106.2917,-6.4777,84.00
106.3083,-6.4777,85.10
106.3250,-6.4777,86.00
106.3417,-6.4777,86.80
106.3583,-6.4777,87.00
106.3750,-6.4777,86.90
106.3917,-6.4777,86.40
106.4083,-6.4777,85.90
106.4250,-6.4777,85.70
106.4417,-6.4777,86.00
106.4583,-6.4777,87.10
106.4750,-6.4777,88.90
106.4917,-6.4777,91.30
106.5083,-6.4777,93.90
106.5250,-6.4777,96.20
106.5417,-6.4777,97.60
106.5583,-6.4777,97.80
106.5750,-6.4777,96.50
106.5917,-6.4777,93.70
106.6083,-6.4777,89.70
106.6250,-6.4777,85.00
106.6417,-6.4777,80.10
106.6583,-6.4777,75.70
106.6750,-6.4777,72.10
106.6917,-6.4777,69.60
106.7083,-6.4777,68.30
106.7250,-6.4777,67.80
106.7417,-6.4777,67.80
106.7583,-6.4777,67.80
106.7750,-6.4777,67.60
106.7917,-6.4777,66.80
106.8083,-6.4777,65.40
106.8250,-6.4777,63.50
106.8417,-6.4777,61.60
106.8583,-6.4777,59.80
106.8750,-6.4777,58.50
106.8917,-6.4777,58.00
106.9083,-6.4777,58.30
106.9250,-6.4777,59.20
106.9417,-6.4777,60.50
106.9583,-6.4777,61.90
106.9750,-6.4777,63.00
106.9917,-6.4777,63.70
107.0083,-6.4777,63.60
106.0083,-6.4943,87.70
106.0250,-6.4943,88.20
106.0417,-6.4943,88.70
106.0583,-6.4943,89.30
106.0750,-6.4943,89.80
106.0917,-6.4943,90.10
106.1083,-6.4943,90.20
106.1250,-6.4943,89.90
106.1417,-6.4943,89.20
106.1583,-6.4943,88.30
106.1750,-6.4943,87.10
106.1917,-6.4943,86.00
106.2083,-6.4943,85.10
106.2250,-6.4943,84.60
106.2417,-6.4943,84.70
106.2583,-6.4943,85.30
106.2750,-6.4943,86.40
106.2917,-6.4943,87.80
106.3083,-6.4943,89.20
106.3250,-6.4943,90.30
106.3417,-6.4943,91.00
106.3583,-6.4943,91.10
106.3750,-6.4943,90.70
106.3917,-6.4943,90.00
106.4083,-6.4943,89.30
106.4250,-6.4943,88.90
106.4417,-6.4943,89.30
106.4583,-6.4943,90.60
106.4750,-6.4943,92.70
106.4917,-6.4943,95.60
106.5083,-6.4943,98.70
106.5250,-6.4943,101.60
