X,Y,G
106.5417,-6.4943,103.50
106.5583,-6.4943,104.10
106.5750,-6.4943,103.00
106.5917,-6.4943,100.20
106.6083,-6.4943,95.80
106.6250,-6.4943,90.50
106.6417,-6.4943,84.80
106.6583,-6.4943,79.40
106.6750,-6.4943,74.80
106.6917,-6.4943,71.50
106.7083,-6.4943,69.40
106.7250,-6.4943,68.40
106.7417,-6.4943,68.30
106.7583,-6.4943,68.30
106.7750,-6.4943,68.30
106.7917,-6.4943,67.90
106.8083,-6.4943,66.90
106.8250,-6.4943,65.40
106.8417,-6.4943,63.70
106.8583,-6.4943,62.30
106.8750,-6.4943,61.30
106.8917,-6.4943,61.00
106.9083,-6.4943,61.60
106.9250,-6.4943,62.90
106.9417,-6.4943,64.70
106.9583,-6.4943,66.50
106.9750,-6.4943,68.00
106.9917,-6.4943,68.70
107.0083,-6.4943,68.40
106.0083,-6.5109,88.40
106.0250,-6.5109,89.40
106.0417,-6.5109,90.60
106.0583,-6.5109,91.70
106.0750,-6.5109,92.70
106.0917,-6.5109,93.20
106.1083,-6.5109,93.30
106.1250,-6.5109,92.70
106.1417,-6.5109,91.70
106.1583,-6.5109,90.40
106.1750,-6.5109,88.90
106.1917,-6.5109,87.80
106.2083,-6.5109,87.00
106.2250,-6.5109,87.00
106.2417,-6.5109,87.60
106.2583,-6.5109,88.90
106.2750,-6.5109,90.60
106.2917,-6.5109,92.40
106.3083,-6.5109,94.10
106.3250,-6.5109,95.40
106.3417,-6.5109,95.90
106.3583,-6.5109,95.80
106.3750,-6.5109,95.20
106.3917,-6.5109,94.10
106.4083,-6.5109,93.20
106.4250,-6.5109,92.70
106.4417,-6.5109,92.90
106.4583,-6.5109,94.20
106.4750,-6.5109,96.50
106.4917,-6.5109,99.50
106.5083,-6.5109,102.90
106.5250,-6.5109,105.90
106.5417,-6.5109,108.10
106.5583,-6.5109,108.90
106.5750,-6.5109,107.80
106.5917,-6.5109,104.80
106.6083,-6.5109,100.10
106.6250,-6.5109,94.30
106.6417,-6.5109,87.80
106.6583,-6.5109,81.50
106.6750,-6.5109,76.00
106.6917,-6.5109,71.80
106.7083,-6.5109,69.00
106.7250,-6.5109,67.70
106.7417,-6.5109,67.40
106.7583,-6.5109,67.60
106.7750,-6.5109,68.10
106.7917,-6.5109,68.20
106.8083,-6.5109,67.90
106.8250,-6.5109,67.10
106.8417,-6.5109,66.20
106.8583,-6.5109,65.30
106.8750,-6.5109,65.00
106.8917,-6.5109,65.30
106.9083,-6.5109,66.50
106.9250,-6.5109,68.40
106.9417,-6.5109,70.70
106.9583,-6.5109,73.00
106.9750,-6.5109,74.70
106.9917,-6.5109,75.40
107.0083,-6.5109,75.00
106.0083,-6.5274,88.60
106.0250,-6.5274,90.10
106.0417,-6.5274,92.00
106.0583,-6.5274,93.80
106.0750,-6.5274,95.20
106.0917,-6.5274,96.10
106.1083,-6.5274,96.20
106.1250,-6.5274,95.60
106.1417,-6.5274,94.30
106.1583,-6.5274,92.80
106.1750,-6.5274,91.40
106.1917,-6.5274,90.30
106.2083,-6.5274,89.90
106.2250,-6.5274,90.40
106.2417,-6.5274,91.60
106.2583,-6.5274,93.50
106.2750,-6.5274,95.80
106.2917,-6.5274,98.00
106.3083,-6.5274,99.90
106.3250,-6.5274,101.20
106.3417,-6.5274,101.70
106.3583,-6.5274,101.40
106.3750,-6.5274,100.40
106.3917,-6.5274,99.20
106.4083,-6.5274,98.00
106.4250,-6.5274,97.30
106.4417,-6.5274,97.30
106.4583,-6.5274,98.30
106.4750,-6.5274,100.30
106.4917,-6.5274,103.00
106.5083,-6.5274,106.10
106.5250,-6.5274,108.90
106.5417,-6.5274,110.90
106.5583,-6.5274,111.40
106.5750,-6.5274,110.10
106.5917,-6.5274,106.90
106.6083,-6.5274,101.80
106.6250,-6.5274,95.60
106.6417,-6.5274,88.50
106.6583,-6.5274,81.60
106.6750,-6.5274,75.50
106.6917,-6.5274,70.70
106.7083,-6.5274,67.50
106.7250,-6.5274,65.90
106.7417,-6.5274,65.60
106.7583,-6.5274,66.20
106.7750,-6.5274,67.20
106.7917,-6.5274,68.00
106.8083,-6.5274,68.60
106.8250,-6.5274,68.80
106.8417,-6.5274,68.80
106.8583,-6.5274,68.90
106.8750,-6.5274,69.50
106.8917,-6.5274,70.70
106.9083,-6.5274,72.80
106.9250,-6.5274,75.50
106.9417,-6.5274,78.60
106.9583,-6.5274,81.40
106.9750,-6.5274,83.40
106.9917,-6.5274,84.20
107.0083,-6.5274,83.40
106.0083,-6.5440,88.50
106.0250,-6.5440,90.70
106.0417,-6.5440,93.20
106.0583,-6.5440,95.70
106.0750,-6.5440,97.80
106.0917,-6.5440,99.00
106.1083,-6.5440,99.30
106.1250,-6.5440,98.80
106.1417,-6.5440,97.60
106.1583,-6.5440,96.20
106.1750,-6.5440,94.90
106.1917,-6.5440,94.20
106.2083,-6.5440,94.30
106.2250,-6.5440,95.40
106.2417,-6.5440,97.30
106.2583,-6.5440,99.70
106.2750,-6.5440,102.40
106.2917,-6.5440,104.90
106.3083,-6.5440,106.90
106.3250,-6.5440,108.10
106.3417,-6.5440,108.50
106.3583,-6.5440,108.10
106.3750,-6.5440,107.00
106.3917,-6.5440,105.60
106.4083,-6.5440,104.30
106.4250,-6.5440,103.30
106.4417,-6.5440,103.00
106.4583,-6.5440,103.60
106.4750,-6.5440,104.90
106.4917,-6.5440,106.80
106.5083,-6.5440,109.00
106.5250,-6.5440,110.80
106.5417,-6.5440,112.00
106.5583,-6.5440,111.80
106.5750,-6.5440,110.00
106.5917,-6.5440,106.40
106.6083,-6.5440,101.10
106.6250,-6.5440,94.60
106.6417,-6.5440,87.40
106.6583,-6.5440,80.30
106.6750,-6.5440,73.90
106.6917,-6.5440,69.00
106.7083,-6.5440,65.60
106.7250,-6.5440,64.00
106.7417,-6.5440,63.90
106.7583,-6.5440,64.80
106.7750,-6.5440,66.30
106.7917,-6.5440,67.90
106.8083,-6.5440,69.30
106.8250,-6.5440,70.50
106.8417,-6.5440,71.60
106.8583,-6.5440,72.80
106.8750,-6.5440,74.60
106.8917,-6.5440,77.00
106.9083,-6.5440,80.30
106.9250,-6.5440,84.10
106.9417,-6.5440,88.10
106.9583,-6.5440,91.50
106.9750,-6.5440,94.00
106.9917,-6.5440,94.70
107.0083,-6.5440,93.60
106.0083,-6.5605,88.60
106.0250,-6.5605,91.40
106.0417,-6.5605,94.70
106.0583,-6.5605,97.90
106.0750,-6.5605,100.50
106.0917,-6.5605,102.30
106.1083,-6.5605,103.00
106.1250,-6.5605,102.80
106.1417,-6.5605,101.90
106.1583,-6.5605,100.90
106.1750,-6.5605,100.00
106.1917,-6.5605,99.90
106.2083,-6.5605,100.60
106.2250,-6.5605,102.30
106.2417,-6.5605,104.80
106.2583,-6.5605,107.70
106.2750,-6.5605,110.60
106.2917,-6.5605,113.20
106.3083,-6.5605,115.20
106.3250,-6.5605,116.30
106.3417,-6.5605,116.60
106.3583,-6.5605,116.10
106.3750,-6.5605,115.10
106.3917,-6.5605,113.90
106.4083,-6.5605,112.60
106.4250,-6.5605,111.60
106.4417,-6.5605,110.90
106.4583,-6.5605,110.70
106.4750,-6.5605,111.00
106.4917,-6.5605,111.60
106.5083,-6.5605,112.20
106.5250,-6.5605,112.50
106.5417,-6.5605,112.20
106.5583,-6.5605,110.80
106.5750,-6.5605,108.10
106.5917,-6.5605,104.00
106.6083,-6.5605,98.60
106.6250,-6.5605,92.30
106.6417,-6.5605,85.40
106.6583,-6.5605,78.70
106.6750,-6.5605,72.80
106.6917,-6.5605,68.10
106.7083,-6.5605,65.10
106.7250,-6.5605,63.70
106.7417,-6.5605,63.70
106.7583,-6.5605,64.80
106.7750,-6.5605,66.60
106.7917,-6.5605,68.50
106.8083,-6.5605,70.50
106.8250,-6.5605,72.40
106.8417,-6.5605,74.40
106.8583,-6.5605,76.70
106.8750,-6.5605,79.70
106.8917,-6.5605,83.50
106.9083,-6.5605,88.20
106.9250,-6.5605,93.30
106.9417,-6.5605,98.40
106.9583,-6.5605,102.70
106.9750,-6.5605,105.60
106.9917,-6.5605,106.50
107.0083,-6.5605,104.90
106.0083,-6.5771,89.30
106.0250,-6.5771,92.70
106.0417,-6.5771,96.70
106.0583,-6.5771,100.60
106.0750,-6.5771,104.00
106.0917,-6.5771,106.30
106.1083,-6.5771,107.60
106.1250,-6.5771,108.00
106.1417,-6.5771,107.70
106.1583,-6.5771,107.20
106.1750,-6.5771,107.10
106.1917,-6.5771,107.60
106.2083,-6.5771,109.10
106.2250,-6.5771,111.40
106.2417,-6.5771,114.30
106.2583,-6.5771,117.40
106.2750,-6.5771,120.40
106.2917,-6.5771,122.90
106.3083,-6.5771,124.70
106.3250,-6.5771,125.80
106.3417,-6.5771,126.10
106.3583,-6.5771,125.90
106.3750,-6.5771,125.20
106.3917,-6.5771,124.40
106.4083,-6.5771,123.50
106.4250,-6.5771,122.60
106.4417,-6.5771,121.60
106.4583,-6.5771,120.60
106.4750,-6.5771,119.50
106.4917,-6.5771,118.30
106.5083,-6.5771,116.80
106.5250,-6.5771,114.90
106.5417,-6.5771,112.50
106.5583,-6.5771,109.40
106.5750,-6.5771,105.60
106.5917,-6.5771,101.00
106.6083,-6.5771,95.60
106.6250,-6.5771,89.80
106.6417,-6.5771,83.80
106.6583,-6.5771,78.30
106.6750,-6.5771,73.40
106.6917,-6.5771,69.60
106.7083,-6.5771,67.20
106.7250,-6.5771,66.20
106.7417,-6.5771,66.30
106.7583,-6.5771,67.30
106.7750,-6.5771,68.80
106.7917,-6.5771,70.50
106.8083,-6.5771,72.50
106.8250,-6.5771,74.60
106.8417,-6.5771,77.10
106.8583,-6.5771,80.40
106.8750,-6.5771,84.60
106.8917,-6.5771,89.90
106.9083,-6.5771,96.10
106.9250,-6.5771,102.70
106.9417,-6.5771,109.20
106.9583,-6.5771,114.50
106.9750,-6.5771,117.90
106.9917,-6.5771,118.80
107.0083,-6.5771,116.90
106.0083,-6.5936,91.10
106.0250,-6.5936,95.00
106.0417,-6.5936,99.60
106.0583,-6.5936,104.20
106.0750,-6.5936,108.30
106.0917,-6.5936,111.30
106.1083,-6.5936,113.30
106.1250,-6.5936,114.40
106.1417,-6.5936,114.80
106.1583,-6.5936,115.20
106.1750,-6.5936,115.90
106.1917,-6.5936,117.30
106.2083,-6.5936,119.50
106.2250,-6.5936,122.30
106.2417,-6.5936,125.60
106.2583,-6.5936,128.80
106.2750,-6.5936,131.60
106.2917,-6.5936,133.90
106.3083,-6.5936,135.50
106.3250,-6.5936,136.50
106.3417,-6.5936,137.00
106.3583,-6.5936,137.20
106.3750,-6.5936,137.30
106.3917,-6.5936,137.30
106.4083,-6.5936,137.20
106.4250,-6.5936,136.60
106.4417,-6.5936,135.60
106.4583,-6.5936,133.80
106.4750,-6.5936,131.20
106.4917,-6.5936,127.90
106.5083,-6.5936,123.80
106.5250,-6.5936,119.30
106.5417,-6.5936,114.30
106.5583,-6.5936,109.30
106.5750,-6.5936,104.00
106.5917,-6.5936,98.90
106.6083,-6.5936,93.80
106.6250,-6.5936,89.00
106.6417,-6.5936,84.50
106.6583,-6.5936,80.70
106.6750,-6.5936,77.50
106.6917,-6.5936,75.20
106.7083,-6.5936,73.70
106.7250,-6.5936,73.00
106.7417,-6.5936,72.90
106.7583,-6.5936,73.20
106.7750,-6.5936,73.80
106.7917,-6.5936,74.60
106.8083,-6.5936,75.70
106.8250,-6.5936,77.30
106.8417,-6.5936,79.80
106.8583,-6.5936,83.60
106.8750,-6.5936,88.80
106.8917,-6.5936,95.50
106.9083,-6.5936,103.40
106.9250,-6.5936,111.70
106.9417,-6.5936,119.70
106.9583,-6.5936,126.10
106.9750,-6.5936,130.10
106.9917,-6.5936,131.00
107.0083,-6.5936,128.50
106.0083,-6.6102,94.00
106.0250,-6.6102,98.50
106.0417,-6.6102,103.60
106.0583,-6.6102,108.80
106.0750,-6.6102,113.50
106.0917,-6.6102,117.30
106.1083,-6.6102,120.10
106.1250,-6.6102,122.00
106.1417,-6.6102,123.40
106.1583,-6.6102,124.70
106.1750,-6.6102,126.50
106.1917,-6.6102,128.80
106.2083,-6.6102,131.70
106.2250,-6.6102,135.00
106.2417,-6.6102,138.40
106.2583,-6.6102,141.50
106.2750,-6.6102,144.00
106.2917,-6.6102,145.90
106.3083,-6.6102,147.20
106.3250,-6.6102,148.20
106.3417,-6.6102,149.10
106.3583,-6.6102,150.10
106.3750,-6.6102,151.40
106.3917,-6.6102,152.60
106.4083,-6.6102,153.50
106.4250,-6.6102,153.70
106.4417,-6.6102,152.80
106.4583,-6.6102,150.40
106.4750,-6.6102,146.30
106.4917,-6.6102,140.80
106.5083,-6.6102,134.00
106.5250,-6.6102,126.50
106.5417,-6.6102,118.80
106.5583,-6.6102,111.40
106.5750,-6.6102,104.80
106.5917,-6.6102,99.10
106.6083,-6.6102,94.50
106.6250,-6.6102,91.10
106.6417,-6.6102,88.60
106.6583,-6.6102,87.00
106.6750,-6.6102,86.00
106.6917,-6.6102,85.40
106.7083,-6.6102,85.00
106.7250,-6.6102,84.60
106.7417,-6.6102,84.00
106.7583,-6.6102,83.10
106.7750,-6.6102,81.90
106.7917,-6.6102,80.80
106.8083,-6.6102,80.20
106.8250,-6.6102,80.50
106.8417,-6.6102,82.40
106.8583,-6.6102,86.30
106.8750,-6.6102,92.40
106.8917,-6.6102,100.50
106.9083,-6.6102,110.20
106.9250,-6.6102,120.30
106.9417,-6.6102,129.90
106.9583,-6.6102,137.40
106.9750,-6.6102,142.00
106.9917,-6.6102,142.80
107.0083,-6.6102,139.60
106.0083,-6.6267,98.10
106.0250,-6.6267,102.90
106.0417,-6.6267,108.60
106.0583,-6.6267,114.30
106.0750,-6.6267,119.60
106.0917,-6.6267,124.00
106.1083,-6.6267,127.60
106.1250,-6.6267,130.40
106.1417,-6.6267,132.90
106.1583,-6.6267,135.30
106.1750,-6.6267,138.10
106.1917,-6.6267,141.30
106.2083,-6.6267,144.90
106.2250,-6.6267,148.50
106.2417,-6.6267,152.00
106.2583,-6.6267,154.80
106.2750,-6.6267,156.90
106.2917,-6.6267,158.40
106.3083,-6.6267,159.50
106.3250,-6.6267,160.60
106.3417,-6.6267,162.00
106.3583,-6.6267,164.00
106.3750,-6.6267,166.60
106.3917,-6.6267,169.30
106.4083,-6.6267,171.80
106.4250,-6.6267,173.10
106.4417,-6.6267,172.60
106.4583,-6.6267,169.80
106.4750,-6.6267,164.50
106.4917,-6.6267,156.90
106.5083,-6.6267,147.40
106.5250,-6.6267,137.10
106.5417,-6.6267,126.60
106.5583,-6.6267,117.00
106.5750,-6.6267,108.80
106.5917,-6.6267,102.80
106.6083,-6.6267,98.90
106.6250,-6.6267,97.00
106.6417,-6.6267,96.80
106.6583,-6.6267,97.70
106.6750,-6.6267,99.10
106.6917,-6.6267,100.50
106.7083,-6.6267,101.10
106.7250,-6.6267,100.70
106.7417,-6.6267,99.10
106.7583,-6.6267,96.30
106.7750,-6.6267,92.70
106.7917,-6.6267,89.00
106.8083,-6.6267,85.80
106.8250,-6.6267,84.20
106.8417,-6.6267,84.90
106.8583,-6.6267,88.60
106.8750,-6.6267,95.40
106.8917,-6.6267,104.90
106.9083,-6.6267,116.50
106.9250,-6.6267,128.50
106.9417,-6.6267,139.80
106.9583,-6.6267,148.40
106.9750,-6.6267,153.50
106.9917,-6.6267,154.10
107.0083,-6.6267,150.10
106.0083,-6.6433,103.00
106.0250,-6.6433,108.30
106.0417,-6.6433,114.40
106.0583,-6.6433,120.50
106.0750,-6.6433,126.30
106.0917,-6.6433,131.40
106.1083,-6.6433,135.80
106.1250,-6.6433,139.50
106.1417,-6.6433,143.00
106.1583,-6.6433,146.60
106.1750,-6.6433,150.40
106.1917,-6.6433,154.50
106.2083,-6.6433,158.70
106.2250,-6.6433,162.60
106.2417,-6.6433,166.00
106.2583,-6.6433,168.50
106.2750,-6.6433,170.10
106.2917,-6.6433,171.10
106.3083,-6.6433,171.90
106.3250,-6.6433,173.10
106.3417,-6.6433,175.20
106.3583,-6.6433,178.30
106.3750,-6.6433,182.40
106.3917,-6.6433,186.90
106.4083,-6.6433,191.10
106.4250,-6.6433,193.70
106.4417,-6.6433,194.00
106.4583,-6.6433,191.20
106.4750,-6.6433,184.90
106.4917,-6.6433,175.60
106.5083,-6.6433,163.80
106.5250,-6.6433,150.80
106.5417,-6.6433,137.70
106.5583,-6.6433,126.00
106.5750,-6.6433,116.60
106.5917,-6.6433,110.20
106.6083,-6.6433,107.00
106.6250,-6.6433,106.70
106.6417,-6.6433,108.90
106.6583,-6.6433,112.30
106.6750,-6.6433,116.20
106.6917,-6.6433,119.30
106.7083,-6.6433,120.90
106.7250,-6.6433,120.30
106.7417,-6.6433,117.30
106.7583,-6.6433,112.10
106.7750,-6.6433,105.40
106.7917,-6.6433,98.40
106.8083,-6.6433,92.10
106.8250,-6.6433,88.10
106.8417,-6.6433,87.40
106.8583,-6.6433,90.80
106.8750,-6.6433,98.30
106.8917,-6.6433,109.30
106.9083,-6.6433,122.90
106.9250,-6.6433,137.00
106.9417,-6.6433,150.00
106.9583,-6.6433,159.80
106.9750,-6.6433,165.30
106.9917,-6.6433,165.40
107.0083,-6.6433,160.40
106.0083,-6.6599,108.50
106.0250,-6.6599,114.10
106.0417,-6.6599,120.60
106.0583,-6.6599,127.00
106.0750,-6.6599,133.30
106.0917,-6.6599,138.90
106.1083,-6.6599,144.10
106.1250,-6.6599,148.70
106.1417,-6.6599,153.30
106.1583,-6.6599,157.80
106.1750,-6.6599,162.70
106.1917,-6.6599,167.50
106.2083,-6.6599,172.20
106.2250,-6.6599,176.30
106.2417,-6.6599,179.50
106.2583,-6.6599,181.50
106.2750,-6.6599,182.60
106.2917,-6.6599,183.10
106.3083,-6.6599,183.70
106.3250,-6.6599,185.00
106.3417,-6.6599,187.60
106.3583,-6.6599,191.80
106.3750,-6.6599,197.40
106.3917,-6.6599,203.60
106.4083,-6.6599,209.50
106.4250,-6.6599,213.60
106.4417,-6.6599,214.90
106.4583,-6.6599,212.40
106.4750,-6.6599,205.70
106.4917,-6.6599,195.30
106.5083,-6.6599,181.70
106.5250,-6.6599,166.70
106.5417,-6.6599,151.50
106.5583,-6.6599,138.00
106.5750,-6.6599,127.40
106.5917,-6.6599,120.70
106.6083,-6.6599,118.10
106.6250,-6.6599,119.30
106.6417,-6.6599,123.40
106.6583,-6.6599,129.10
106.6750,-6.6599,135.10
106.6917,-6.6599,139.70
106.7083,-6.6599,141.90
106.7250,-6.6599,140.80
106.7417,-6.6599,136.10
106.7583,-6.6599,128.30
106.7750,-6.6599,118.30
106.7917,-6.6599,107.90
106.8083,-6.6599,98.50
106.8250,-6.6599,92.10
106.8417,-6.6599,90.10
106.8583,-6.6599,93.20
106.8750,-6.6599,101.70
106.8917,-6.6599,114.50
106.9083,-6.6599,130.30
106.9250,-6.6599,146.60
106.9417,-6.6599,161.40
106.9583,-6.6599,172.30
106.9750,-6.6599,177.90
106.9917,-6.6599,177.40
107.0083,-6.6599,171.10
106.0083,-6.6764,114.10
106.0250,-6.6764,120.20
106.0417,-6.6764,126.90
106.0583,-6.6764,133.70
106.0750,-6.6764,140.40
106.0917,-6.6764,146.50
106.1083,-6.6764,152.30
106.1250,-6.6764,157.80
106.1417,-6.6764,163.30
106.1583,-6.6764,168.80
106.1750,-6.6764,174.50
106.1917,-6.6764,180.00
106.2083,-6.6764,185.10
106.2250,-6.6764,189.20
106.2417,-6.6764,192.10
106.2583,-6.6764,193.80
106.2750,-6.6764,194.30
106.2917,-6.6764,194.30
106.3083,-6.6764,194.60
106.3250,-6.6764,195.90
106.3417,-6.6764,199.00
106.3583,-6.6764,204.00
106.3750,-6.6764,210.80
106.3917,-6.6764,218.50
106.4083,-6.6764,225.90
106.4250,-6.6764,231.50
106.4417,-6.6764,233.90
106.4583,-6.6764,232.00
106.4750,-6.6764,225.40
106.4917,-6.6764,214.50
106.5083,-6.6764,199.90
106.5250,-6.6764,183.50
106.5417,-6.6764,166.80
106.5583,-6.6764,152.10
106.5750,-6.6764,140.50
106.5917,-6.6764,133.50
106.6083,-6.6764,131.20
106.6250,-6.6764,133.30
106.6417,-6.6764,139.00
106.6583,-6.6764,146.40
106.6750,-6.6764,153.90
106.6917,-6.6764,159.60
106.7083,-6.6764,162.00
106.7250,-6.6764,160.10
106.7417,-6.6764,153.60
106.7583,-6.6764,143.30
106.7750,-6.6764,130.20
106.7917,-6.6764,116.50
106.8083,-6.6764,104.30
106.8250,-6.6764,95.90
106.8417,-6.6764,92.90
106.8583,-6.6764,96.30
106.8750,-6.6764,106.10
106.8917,-6.6764,121.00
106.9083,-6.6764,139.30
106.9250,-6.6764,157.90
106.9417,-6.6764,174.60
106.9583,-6.6764,186.40
106.9750,-6.6764,192.10
106.9917,-6.6764,190.70
107.0083,-6.6764,182.80
106.0083,-6.6930,119.70
106.0250,-6.6930,126.10
106.0417,-6.6930,133.10
106.0583,-6.6930,140.10
106.0750,-6.6930,147.00
106.0917,-6.6930,153.70
106.1083,-6.6930,160.10
106.1250,-6.6930,166.30
106.1417,-6.6930,172.60
106.1583,-6.6930,178.90
106.1750,-6.6930,185.30
106.1917,-6.6930,191.20
106.2083,-6.6930,196.50
106.2250,-6.6930,200.60
106.2417,-6.6930,203.30
106.2583,-6.6930,204.40
106.2750,-6.6930,204.40
106.2917,-6.6930,203.90
106.3083,-6.6930,203.80
106.3250,-6.6930,205.10
106.3417,-6.6930,208.30
106.3583,-6.6930,213.80
106.3750,-6.6930,221.40
106.3917,-6.6930,230.00
106.4083,-6.6930,238.50
106.4250,-6.6930,245.20
106.4417,-6.6930,248.80
106.4583,-6.6930,247.80
106.4750,-6.6930,241.80
106.4917,-6.6930,231.10
106.5083,-6.6930,216.30
106.5250,-6.6930,199.40
106.5417,-6.6930,182.00
106.5583,-6.6930,166.40
106.5750,-6.6930,154.10
106.5917,-6.6930,146.60
106.6083,-6.6930,144.30
106.6250,-6.6930,146.70
106.6417,-6.6930,153.00
106.6583,-6.6930,161.30
106.6750,-6.6930,169.60
106.6917,-6.6930,175.70
106.7083,-6.6930,178.00
106.7250,-6.6930,175.30
106.7417,-6.6930,167.30
106.7583,-6.6930,154.80
106.7750,-6.6930,139.10
106.7917,-6.6930,123.10
106.8083,-6.6930,108.80
106.8250,-6.6930,99.30
106.8417,-6.6930,96.10
106.8583,-6.6930,100.40
106.8750,-6.6930,112.00
106.8917,-6.6930,129.30
106.9083,-6.6930,150.30
106.9250,-6.6930,171.30
106.9417,-6.6930,189.70
106.9583,-6.6930,202.40
106.9750,-6.6930,207.90
106.9917,-6.6930,205.50
107.0083,-6.6930,195.80
106.0083,-6.7095,125.00
106.0250,-6.7095,131.60
106.0417,-6.7095,138.80
106.0583,-6.7095,146.00
106.0750,-6.7095,153.30
106.0917,-6.7095,160.30
106.1083,-6.7095,167.30
106.1250,-6.7095,174.10
106.1417,-6.7095,181.10
106.1583,-6.7095,188.00
106.1750,-6.7095,194.80
106.1917,-6.7095,201.00
106.2083,-6.7095,206.40
106.2250,-6.7095,210.30
106.2417,-6.7095,212.60
106.2583,-6.7095,213.30
106.2750,-6.7095,212.80
106.2917,-6.7095,211.90
106.3083,-6.7095,211.30
106.3250,-6.7095,212.30
106.3417,-6.7095,215.30
106.3583,-6.7095,220.70
106.3750,-6.7095,228.50
106.3917,-6.7095,237.40
106.4083,-6.7095,246.60
106.4250,-6.7095,254.00
106.4417,-6.7095,258.50
106.4583,-6.7095,258.60
106.4750,-6.7095,253.60
106.4917,-6.7095,243.80
106.5083,-6.7095,229.70
106.5250,-6.7095,213.20
106.5417,-6.7095,195.80
106.5583,-6.7095,179.90
106.5750,-6.7095,167.10
106.5917,-6.7095,159.00
106.6083,-6.7095,156.10
106.6250,-6.7095,158.10
106.6417,-6.7095,164.20
106.6583,-6.7095,172.30
106.6750,-6.7095,180.60
106.6917,-6.7095,186.50
106.7083,-6.7095,188.40
106.7250,-6.7095,184.90
106.7417,-6.7095,175.60
106.7583,-6.7095,161.70
106.7750,-6.7095,144.50
106.7917,-6.7095,127.10
106.8083,-6.7095,111.90
106.8250,-6.7095,102.10
106.8417,-6.7095,99.70
106.8583,-6.7095,105.60
106.8750,-6.7095,119.50
106.8917,-6.7095,139.60
106.9083,-6.7095,163.30
106.9250,-6.7095,186.60
106.9417,-6.7095,206.70
106.9583,-6.7095,220.10
106.9750,-6.7095,225.20
106.9917,-6.7095,221.60
107.0083,-6.7095,209.90
106.0083,-6.7261,129.80
106.0250,-6.7261,136.60
106.0417,-6.7261,143.90
106.0583,-6.7261,151.30
106.0750,-6.7261,158.80
106.0917,-6.7261,166.20
106.1083,-6.7261,173.60
106.1250,-6.7261,180.90
106.1417,-6.7261,188.40
106.1583,-6.7261,195.70
106.1750,-6.7261,202.70
106.1917,-6.7261,208.90
106.2083,-6.7261,214.10
106.2250,-6.7261,217.70
106.2417,-6.7261,219.70
106.2583,-6.7261,220.00
106.2750,-6.7261,219.10
106.2917,-6.7261,217.70
106.3083,-6.7261,216.70
106.3250,-6.7261,217.20
106.3417,-6.7261,219.70
106.3583,-6.7261,224.60
106.3750,-6.7261,231.80
106.3917,-6.7261,240.40
106.4083,-6.7261,249.40
106.4250,-6.7261,257.10
106.4417,-6.7261,262.20
106.4583,-6.7261,263.30
106.4750,-6.7261,259.70
106.4917,-6.7261,251.40
106.5083,-6.7261,238.70
106.5250,-6.7261,223.40
106.5417,-6.7261,206.80
106.5583,-6.7261,191.10
106.5750,-6.7261,178.00
106.5917,-6.7261,169.20
106.6083,-6.7261,165.20
106.6250,-6.7261,166.00
106.6417,-6.7261,170.90
106.6583,-6.7261,177.90
106.6750,-6.7261,185.30
106.6917,-6.7261,190.50
106.7083,-6.7261,191.80
106.7250,-6.7261,187.70
106.7417,-6.7261,177.90
106.7583,-6.7261,163.40
106.7750,-6.7261,145.80
106.7917,-6.7261,128.20
106.8083,-6.7261,113.30
106.8250,-6.7261,104.50
106.8417,-6.7261,103.60
106.8583,-6.7261,111.70
106.8750,-6.7261,128.30
106.8917,-6.7261,151.10
106.9083,-6.7261,177.40
106.9250,-6.7261,202.80
106.9417,-6.7261,224.20
106.9583,-6.7261,238.00
106.9750,-6.7261,242.60
106.9917,-6.7261,237.60
107.0083,-6.7261,224.10
106.0083,-6.7426,134.20
106.0250,-6.7426,141.10
106.0417,-6.7426,148.40
106.0583,-6.7426,155.90
106.0750,-6.7426,163.60
106.0917,-6.7426,171.30
106.1083,-6.7426,179.00
106.1250,-6.7426,186.70
106.1417,-6.7426,194.40
106.1583,-6.7426,201.80
106.1750,-6.7426,208.80
106.1917,-6.7426,214.80
106.2083,-6.7426,219.60
106.2250,-6.7426,222.80
106.2417,-6.7426,224.40
106.2583,-6.7426,224.40
106.2750,-6.7426,223.10
106.2917,-6.7426,221.40
106.3083,-6.7426,220.10
106.3250,-6.7426,219.90
106.3417,-6.7426,221.60
106.3583,-6.7426,225.50
106.3750,-6.7426,231.60
106.3917,-6.7426,239.10
106.4083,-6.7426,247.30
106.4250,-6.7426,254.70
106.4417,-6.7426,260.10
106.4583,-6.7426,262.10
106.4750,-6.7426,260.10
106.4917,-6.7426,253.70
106.5083,-6.7426,243.20
106.5250,-6.7426,229.80
106.5417,-6.7426,214.60
106.5583,-6.7426,199.70
106.5750,-6.7426,186.50
106.5917,-6.7426,176.80
106.6083,-6.7426,171.20
106.6250,-6.7426,170.10
106.6417,-6.7426,173.00
106.6583,-6.7426,178.10
106.6750,-6.7426,183.90
106.6917,-6.7426,187.90
106.7083,-6.7426,188.40
106.7250,-6.7426,184.10
106.7417,-6.7426,174.30
106.7583,-6.7426,160.30
106.7750,-6.7426,143.40
106.7917,-6.7426,127.00
106.8083,-6.7426,113.60
